Titles	Genres
The Lego Movie[(3, 0.8360000252723694), (5, 0.008999999612569809), (9, 0.008999999612569809), (10, 0.008999999612569809), (15, 0.008999999612569809)]	['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']
Scent of a Woman[(19, 0.41600000858306885), (6, 0.22100000083446503), (11, 0.2150000035762787), (5, 0.008999999612569809), (9, 0.008999999612569809)]	['Drama']
Bridge of Spies[(7, 0.8840000033378601), (0, 0.006000000052154064), (1, 0.006000000052154064), (2, 0.006000000052154064), (4, 0.006000000052154064)]	['Drama', 'History', 'Thriller']
Y Tu Mamá También[(5, 0.9279999732971191), (0, 0.004000000189989805), (1, 0.004000000189989805), (2, 0.004000000189989805), (4, 0.004000000189989805)]	['Drama']
Ip Man[(6, 0.9110000133514404), (4, 0.004999999888241291), (5, 0.004999999888241291), (9, 0.004999999888241291), (10, 0.004999999888241291)]	['Action', 'Biography', 'Drama', 'History']
Spartacus[(18, 0.36800000071525574), (6, 0.367000013589859), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873)]	['Adventure', 'Biography', 'Drama', 'History', 'War']
Mississippi Burning[(11, 0.36800000071525574), (2, 0.367000013589859), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873)]	['Crime', 'Drama', 'History', 'Mystery', 'Thriller']
Mad Max 2: The Road Warrior[(0, 0.722000002861023), (17, 0.14900000393390656), (1, 0.007000000216066837), (2, 0.007000000216066837), (4, 0.007000000216066837)]	['Action', 'Adventure', 'Sci-Fi', 'Thriller']
Duck, You Sucker[(15, 0.7950000166893005), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355), (10, 0.010999999940395355)]	['Drama', 'War', 'Western']
Solaris[(9, 0.8849999904632568), (0, 0.006000000052154064), (1, 0.006000000052154064), (2, 0.006000000052154064), (4, 0.006000000052154064)]	['Drama', 'Mystery', 'Sci-Fi']
Cabaret[(14, 0.5770000219345093), (7, 0.31299999356269836), (0, 0.006000000052154064), (1, 0.006000000052154064), (2, 0.006000000052154064)]	['Drama', 'Musical']
Young Frankenstein[(13, 0.6930000185966492), (14, 0.17800000309944153), (0, 0.007000000216066837), (1, 0.007000000216066837), (2, 0.007000000216066837)]	['Comedy']
Stranger Than Fiction[(15, 0.4959999918937683), (3, 0.22100000083446503), (7, 0.17900000512599945), (0, 0.006000000052154064), (1, 0.006000000052154064)]	['Comedy', 'Drama', 'Fantasy', 'Romance']
Dawn of the Planet of the Apes[(18, 0.5059999823570251), (15, 0.29899999499320984), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355)]	['Action', 'Adventure', 'Drama', 'Sci-Fi']
Changeling[(16, 0.6930000185966492), (6, 0.17800000309944153), (0, 0.007000000216066837), (1, 0.007000000216066837), (2, 0.007000000216066837)]	['Biography', 'Crime', 'Drama', 'History', 'Mystery', 'Thriller']
Wild Tales[(15, 0.5329999923706055), (13, 0.2709999978542328), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355)]	['Comedy', 'Drama', 'Thriller']
This Is Spinal Tap[(9, 0.531000018119812), (20, 0.27399998903274536), (4, 0.010999999940395355), (5, 0.010999999940395355), (10, 0.010999999940395355)]	['Comedy', 'Music']
The Skin I Live In[(7, 0.5120000243186951), (5, 0.2919999957084656), (4, 0.010999999940395355), (9, 0.010999999940395355), (10, 0.010999999940395355)]	['Drama', 'Horror', 'Thriller']
The Wrestler[(3, 0.7480000257492065), (1, 0.1420000046491623), (0, 0.006000000052154064), (2, 0.006000000052154064), (4, 0.006000000052154064)]	['Drama', 'Sport']
The Fall[(3, 0.460999995470047), (8, 0.27000001072883606), (14, 0.10999999940395355), (10, 0.09600000083446503), (0, 0.004000000189989805)]	['Adventure', 'Drama', 'Fantasy']
Paddington 2[(6, 0.6359999775886536), (7, 0.20800000429153442), (5, 0.008999999612569809), (9, 0.008999999612569809), (10, 0.008999999612569809)]	['Adventure', 'Comedy', 'Family', 'Fantasy']
I Saw the Devil[(2, 0.8370000123977661), (5, 0.008999999612569809), (9, 0.008999999612569809), (10, 0.008999999612569809), (15, 0.008999999612569809)]	['Action', 'Crime', 'Thriller']
All the President's Men[(18, 0.5690000057220459), (5, 0.023000000044703484), (9, 0.023000000044703484), (10, 0.023000000044703484), (15, 0.023000000044703484)]	['Biography', 'Drama', 'History', 'Thriller']
Singin' in the Rain[(20, 0.7210000157356262), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873), (15, 0.014999999664723873)]	['Comedy', 'Musical', 'Romance']
Flipped[(14, 0.7210000157356262), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873), (15, 0.014999999664723873)]	['Comedy', 'Drama', 'Romance']
Mother[(6, 0.796999990940094), (18, 0.09300000220537186), (0, 0.006000000052154064), (1, 0.006000000052154064), (2, 0.006000000052154064)]	['Crime', 'Drama', 'Thriller']
The Man Who Shot Liberty Valance[(0, 0.7139999866485596), (5, 0.17599999904632568), (1, 0.006000000052154064), (2, 0.006000000052154064), (4, 0.006000000052154064)]	['Drama', 'Western']
The Longest Day[(7, 0.5320000052452087), (3, 0.2709999978542328), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355)]	['Action', 'Drama', 'History', 'War']
Paris, Texas[(20, 0.5580000281333923), (5, 0.34599998593330383), (0, 0.004999999888241291), (1, 0.004999999888241291), (2, 0.004999999888241291)]	['Drama']
A Separation[(16, 0.8849999904632568), (0, 0.006000000052154064), (1, 0.006000000052154064), (2, 0.006000000052154064), (4, 0.006000000052154064)]	['Drama', 'Thriller']
The Nightmare Before Christmas[(17, 0.4169999957084656), (18, 0.2549999952316284), (13, 0.2240000069141388), (0, 0.006000000052154064), (1, 0.006000000052154064)]	['Animation', 'Family', 'Fantasy', 'Musical']
The Raid 2[(9, 0.8999999761581421), (0, 0.004999999888241291), (1, 0.004999999888241291), (2, 0.004999999888241291), (3, 0.004999999888241291)]	['Action', 'Crime', 'Thriller']
Battle Royale[(19, 0.574999988079071), (13, 0.29600000381469727), (0, 0.007000000216066837), (1, 0.007000000216066837), (2, 0.007000000216066837)]	['Adventure', 'Drama', 'Sci-Fi', 'Thriller']
Before Sunset[(8, 0.8370000123977661), (5, 0.008999999612569809), (9, 0.008999999612569809), (10, 0.008999999612569809), (15, 0.008999999612569809)]	['Drama', 'Romance']
A Streetcar Named Desire[(19, 0.6930000185966492), (1, 0.17800000309944153), (0, 0.007000000216066837), (2, 0.007000000216066837), (4, 0.007000000216066837)]	['Drama']
Cat on a Hot Tin Roof[(0, 0.9110000133514404), (4, 0.004999999888241291), (5, 0.004999999888241291), (9, 0.004999999888241291), (10, 0.004999999888241291)]	['Drama']
Jeremiah Johnson[(10, 0.8999999761581421), (0, 0.004999999888241291), (1, 0.004999999888241291), (2, 0.004999999888241291), (3, 0.004999999888241291)]	['Adventure', 'Drama', 'Western']
Dirty Harry[(12, 0.5220000147819519), (1, 0.3499999940395355), (0, 0.007000000216066837), (2, 0.007000000216066837), (4, 0.007000000216066837)]	['Action', 'Crime', 'Thriller']
Ordinary People[(6, 0.37599998712539673), (9, 0.28600001335144043), (0, 0.257999986410141), (4, 0.004999999888241291), (5, 0.004999999888241291)]	['Drama']
Days of Heaven[(12, 0.5929999947547913), (16, 0.25200000405311584), (5, 0.008999999612569809), (9, 0.008999999612569809), (10, 0.008999999612569809)]	['Drama', 'Romance']
The Color Purple[(2, 0.382999986410141), (18, 0.36800000071525574), (8, 0.1589999943971634), (0, 0.004999999888241291), (1, 0.004999999888241291)]	['Drama']
Serpico[(1, 0.4580000042915344), (11, 0.2980000078678131), (7, 0.164000004529953), (4, 0.004999999888241291), (5, 0.004999999888241291)]	['Biography', 'Crime', 'Drama', 'Thriller']
Robin Hood[(19, 0.43299999833106995), (0, 0.3709999918937683), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355)]	['Animation', 'Adventure', 'Comedy', 'Family', 'Romance']
The Name of the Rose[(7, 0.7929999828338623), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355), (10, 0.010999999940395355)]	['Crime', 'Drama', 'Mystery', 'Thriller']
Kubo and the Two Strings[(7, 0.42800000309944153), (15, 0.32600000500679016), (0, 0.15600000321865082), (1, 0.004999999888241291), (2, 0.004999999888241291)]	['Animation', 'Action', 'Adventure', 'Family', 'Fantasy']
The Best Offer[(10, 0.722000002861023), (5, 0.014999999664723873), (9, 0.014999999664723873), (15, 0.014999999664723873), (0, 0.014000000432133675)]	['Crime', 'Drama', 'Mystery', 'Romance']
Shane[(18, 0.5479999780654907), (6, 0.25699999928474426), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355)]	['Drama', 'Western']
Before Midnight[(5, 0.7260000109672546), (20, 0.16500000655651093), (0, 0.006000000052154064), (1, 0.006000000052154064), (2, 0.006000000052154064)]	['Drama', 'Romance']
In the Name of the Father[(17, 0.8849999904632568), (0, 0.006000000052154064), (1, 0.006000000052154064), (2, 0.006000000052154064), (4, 0.006000000052154064)]	['Biography', 'Drama']
Rebel Without a Cause[(5, 0.503000020980835), (19, 0.24400000274181366), (17, 0.17299999296665192), (4, 0.004999999888241291), (9, 0.004999999888241291)]	['Drama']
Dial M for Murder[(9, 0.8650000095367432), (0, 0.007000000216066837), (1, 0.007000000216066837), (2, 0.007000000216066837), (4, 0.007000000216066837)]	['Crime', 'Thriller']
The Last Emperor[(8, 0.5680000185966492), (5, 0.023000000044703484), (9, 0.023000000044703484), (10, 0.023000000044703484), (15, 0.023000000044703484)]	['Biography', 'Drama', 'History']
The Iron Giant[(11, 0.4129999876022339), (15, 0.3109999895095825), (2, 0.1550000011920929), (0, 0.007000000216066837), (1, 0.007000000216066837)]	['Animation', 'Action', 'Adventure', 'Comedy', 'Drama', 'Family', 'Sci-Fi']
Rushmore[(18, 0.4880000054836273), (8, 0.31700000166893005), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355)]	['Comedy', 'Drama']
In the Heat of the Night[(14, 0.4819999933242798), (17, 0.38999998569488525), (0, 0.007000000216066837), (1, 0.007000000216066837), (2, 0.007000000216066837)]	['Crime', 'Drama', 'Mystery', 'Thriller']
High Noon[(13, 0.9430000185966492), (0, 0.003000000026077032), (1, 0.003000000026077032), (2, 0.003000000026077032), (3, 0.003000000026077032)]	['Action', 'Drama', 'Thriller', 'Western']
Strangers on a Train[(17, 0.4909999966621399), (11, 0.2750000059604645), (16, 0.14399999380111694), (0, 0.004999999888241291), (1, 0.004999999888241291)]	['Crime', 'Film-Noir', 'Thriller']
Sabrina[(6, 0.48100000619888306), (11, 0.39100000262260437), (0, 0.007000000216066837), (1, 0.007000000216066837), (2, 0.007000000216066837)]	['Comedy', 'Drama', 'Romance']
The Outlaw Josey Wales[(2, 0.8650000095367432), (0, 0.007000000216066837), (1, 0.007000000216066837), (4, 0.007000000216066837), (5, 0.007000000216066837)]	['Western']
Charade[(2, 0.49399998784065247), (18, 0.37700000405311584), (0, 0.007000000216066837), (1, 0.007000000216066837), (4, 0.007000000216066837)]	['Comedy', 'Mystery', 'Romance', 'Thriller']
The Last King of Scotland[(7, 0.7200000286102295), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873), (15, 0.014999999664723873)]	['Biography', 'Drama', 'History', 'Thriller']
The Conversation[(2, 0.4339999854564667), (20, 0.3009999990463257), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873)]	['Drama', 'Mystery', 'Thriller']
La Haine[(20, 0.8989999890327454), (0, 0.004999999888241291), (1, 0.004999999888241291), (2, 0.004999999888241291), (3, 0.004999999888241291)]	['Crime', 'Drama']
La Vie en Rose[(14, 0.8370000123977661), (5, 0.008999999612569809), (9, 0.008999999612569809), (10, 0.008999999612569809), (15, 0.008999999612569809)]	['Biography', 'Drama', 'Music', 'Romance']
What Ever Happened to Baby Jane?[(16, 0.6930000185966492), (7, 0.17800000309944153), (0, 0.007000000216066837), (1, 0.007000000216066837), (2, 0.007000000216066837)]	['Drama', 'Horror', 'Thriller']
La Dolce Vita[(20, 0.4230000078678131), (7, 0.42100000381469727), (5, 0.008999999612569809), (9, 0.008999999612569809), (10, 0.008999999612569809)]	['Comedy', 'Drama']
Rio Bravo[(15, 0.3370000123977661), (17, 0.26100000739097595), (8, 0.17499999701976776), (6, 0.1420000046491623), (0, 0.004999999888241291)]	['Action', 'Drama', 'Western']
Dead Man's Shoes[(8, 0.8650000095367432), (0, 0.007000000216066837), (1, 0.007000000216066837), (2, 0.007000000216066837), (4, 0.007000000216066837)]	['Crime', 'Drama', 'Thriller']
Ray[(1, 0.8370000123977661), (5, 0.008999999612569809), (9, 0.008999999612569809), (10, 0.008999999612569809), (15, 0.008999999612569809)]	['Biography', 'Drama', 'Music']
The African Queen[(4, 0.6299999952316284), (8, 0.2150000035762787), (5, 0.008999999612569809), (9, 0.008999999612569809), (10, 0.008999999612569809)]	['Adventure', 'Drama', 'Romance', 'War']
Manhattan[(10, 0.3889999985694885), (12, 0.23399999737739563), (19, 0.15000000596046448), (8, 0.14100000262260437), (0, 0.004999999888241291)]	['Comedy', 'Drama', 'Romance']
Nebraska[(16, 0.5550000071525574), (0, 0.3160000145435333), (1, 0.007000000216066837), (2, 0.007000000216066837), (4, 0.007000000216066837)]	['Adventure', 'Comedy', 'Drama']
Fantasia[(15, 0.5699999928474426), (5, 0.023000000044703484), (9, 0.023000000044703484), (10, 0.023000000044703484), (4, 0.02199999988079071)]	['Animation', 'Family', 'Fantasy', 'Music']
Glengarry Glen Ross[(5, 0.5699999928474426), (9, 0.023000000044703484), (10, 0.023000000044703484), (15, 0.023000000044703484), (4, 0.02199999988079071)]	['Crime', 'Drama', 'Mystery']
Pink Floyd: The Wall[(12, 0.5690000057220459), (5, 0.023000000044703484), (9, 0.023000000044703484), (10, 0.023000000044703484), (15, 0.023000000044703484)]	['Animation', 'Drama', 'Fantasy', 'Music', 'Musical']
Watership Down[(13, 0.5130000114440918), (0, 0.21199999749660492), (1, 0.17100000381469727), (2, 0.006000000052154064), (4, 0.006000000052154064)]	['Animation', 'Adventure', 'Drama', 'Family', 'Thriller']
After the Wedding[(10, 0.38199999928474426), (2, 0.3269999921321869), (13, 0.17000000178813934), (0, 0.007000000216066837), (1, 0.007000000216066837)]	['Drama']
The Night of the Hunter[(0, 0.5690000057220459), (5, 0.30300000309944153), (1, 0.007000000216066837), (2, 0.007000000216066837), (4, 0.007000000216066837)]	['Crime', 'Drama', 'Film-Noir', 'Thriller']
25th Hour[(1, 0.8989999890327454), (0, 0.004999999888241291), (2, 0.004999999888241291), (3, 0.004999999888241291), (4, 0.004999999888241291)]	['Drama']
On Golden Pond[(9, 0.6729999780654907), (1, 0.23100000619888306), (0, 0.004999999888241291), (2, 0.004999999888241291), (3, 0.004999999888241291)]	['Drama']
The Player[(7, 0.531000018119812), (9, 0.3400000035762787), (0, 0.007000000216066837), (1, 0.007000000216066837), (2, 0.007000000216066837)]	['Comedy', 'Crime', 'Drama', 'Thriller']
Letters from Iwo Jima[(4, 0.5099999904632568), (19, 0.22699999809265137), (14, 0.1720000058412552), (0, 0.004999999888241291), (1, 0.004999999888241291)]	['Drama', 'History', 'War']
Three Colors: Blue[(16, 0.4950000047683716), (10, 0.3179999887943268), (7, 0.11500000208616257), (0, 0.004000000189989805), (1, 0.004000000189989805)]	['Drama', 'Music', 'Mystery', 'Romance']
The Meaning of Life[(4, 0.4779999852180481), (2, 0.39399999380111694), (0, 0.007000000216066837), (1, 0.007000000216066837), (5, 0.007000000216066837)]	['Comedy', 'Musical']
The Man Who Wasn't There[(16, 0.6349999904632568), (9, 0.2549999952316284), (0, 0.006000000052154064), (1, 0.006000000052154064), (2, 0.006000000052154064)]	['Crime', 'Drama']
Amour[(20, 0.8690000176429749), (9, 0.06199999898672104), (0, 0.004000000189989805), (1, 0.004000000189989805), (2, 0.004000000189989805)]	['Drama', 'Romance']
The Legend of 1900[(0, 0.382999986410141), (18, 0.35199999809265137), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873)]	['Drama', 'Music', 'Romance']
Waking Life[(13, 0.7940000295639038), (4, 0.010999999940395355), (5, 0.010999999940395355), (9, 0.010999999940395355), (10, 0.010999999940395355)]	['Animation', 'Drama', 'Fantasy']
Thank You for Smoking[(5, 0.5220000147819519), (6, 0.3499999940395355), (0, 0.007000000216066837), (1, 0.007000000216066837), (2, 0.007000000216066837)]	['Comedy', 'Drama']
The Chaser[(16, 0.8220000267028809), (9, 0.10899999737739563), (0, 0.004000000189989805), (1, 0.004000000189989805), (2, 0.004000000189989805)]	['Action', 'Crime', 'Thriller']
The White Ribbon[(4, 0.38199999928474426), (17, 0.2619999945163727), (7, 0.14300000667572021), (5, 0.12800000607967377), (0, 0.004999999888241291)]	['Drama', 'History', 'Mystery', 'Thriller']
The Hustler[(19, 0.41600000858306885), (9, 0.3889999985694885), (4, 0.010999999940395355), (5, 0.010999999940395355), (10, 0.010999999940395355)]	['Drama', 'Sport']
5 Centimeters Per Second[(20, 0.8849999904632568), (0, 0.006000000052154064), (1, 0.006000000052154064), (2, 0.006000000052154064), (4, 0.006000000052154064)]	['Animation', 'Drama', 'Romance']
Raise the Red Lantern[(5, 0.9110000133514404), (4, 0.004999999888241291), (9, 0.004999999888241291), (10, 0.004999999888241291), (15, 0.004999999888241291)]	['Drama', 'History', 'Romance']
The Wind Rises[(4, 0.8989999890327454), (0, 0.004999999888241291), (1, 0.004999999888241291), (2, 0.004999999888241291), (3, 0.004999999888241291)]	['Animation', 'Biography', 'Drama', 'History', 'Romance', 'War']
Short Cuts[(3, 0.8840000033378601), (0, 0.006000000052154064), (1, 0.006000000052154064), (2, 0.006000000052154064), (4, 0.006000000052154064)]	['Comedy', 'Drama']
The Tenant[(13, 0.5680000185966492), (5, 0.023000000044703484), (9, 0.023000000044703484), (10, 0.023000000044703484), (15, 0.023000000044703484)]	['Drama', 'Thriller']
I, Daniel Blake[(5, 0.5460000038146973), (11, 0.35899999737739563), (0, 0.004999999888241291), (1, 0.004999999888241291), (2, 0.004999999888241291)]	['Drama']
Frankenstein[(7, 0.367000013589859), (20, 0.367000013589859), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873)]	['Drama', 'Horror', 'Sci-Fi']
The Man Who Would Be King[(0, 0.31700000166893005), (11, 0.25600001215934753), (19, 0.2460000067949295), (18, 0.1120000034570694), (1, 0.004000000189989805)]	['Adventure', 'History', 'War']
It Happened One Night[(0, 0.3370000123977661), (11, 0.328000009059906), (6, 0.18799999356269836), (5, 0.008999999612569809), (9, 0.008999999612569809)]	['Comedy', 'Romance']
Frost/Nixon[(19, 0.7210000157356262), (5, 0.014999999664723873), (9, 0.014999999664723873), (10, 0.014999999664723873), (15, 0.014999999664723873)]	['Biography', 'Drama', 'History']
The Grapes of Wrath[(10, 0.36399999260902405), (0, 0.27399998903274536), (7, 0.2150000035762787), (5, 0.008999999612569809), (9, 0.008999999612569809)]	['Drama', 'History']
